Coordinates,Date,State,County,Urban Area,Census Block,Census Tract
"(-118.17747790961576, 33.89539304344348)",2023-08-18,California,Los Angeles,,3000,5538.01
"(-72.63868344187095, 42.00460507590415)",2023-08-18,Connecticut,Capitol,,2013,4771.01
"(-71.72600775618427, 41.388230164967)",2023-08-18,Rhode Island,Washington,,1029,511.01
"(-71.34257825002963, 42.69226163593007)",2023-08-18,Massachusetts,Middlesex,,4004,3141.02
"(-72.8871205333219, 41.31576180549004)",2023-08-18,Connecticut,South Central Connecticut,,3003,1425
"(-72.5227481633149, 42.12275124670583)",2023-08-18,Massachusetts,Hampden,,1009,8015.01
"(-117.80491026304394, 34.00177092943952)",2023-08-18,California,Los Angeles,,1006,4033.20
"(-71.15163362753113, 41.60545484803194)",2023-08-18,Rhode Island,Newport,,1038,417.02
"(-71.58047452081792, 42.39604357490309)",2023-08-18,Massachusetts,Middlesex,,3017,3223
"(-71.50828630803724, 42.71312841377509)",2023-08-18,New Hampshire,Hillsborough,,2002,114.01
"(-71.3942416478098, 41.87575954791792)",2023-08-18,Rhode Island,Providence,,4001,161
"(-71.47149047624706, 43.01153739161817)",2023-08-18,New Hampshire,Hillsborough,,1007,1.03
"(-71.01568984470654, 42.237355042682736)",2023-08-18,Massachusetts,Norfolk,,2000,4180.03
"(-70.92448540280795, 43.234777930497096)",2023-08-18,New Hampshire,Strafford,,1021,816
"(-71.4195382085241, 42.05635163388065)",2023-08-18,Massachusetts,Norfolk,,2001,4422.01
"(-71.5621577261245, 42.96943316294713)",2023-08-18,New Hampshire,Hillsborough,,3005,29.02
"(-72.30563639607293, 43.64063842521704)",2023-08-18,New Hampshire,Grafton,,2020,9617.02
"(-71.42846860602477, 42.17638416488682)",2023-08-18,Massachusetts,Norfolk,,2000,4081.04
"(-73.24496890248255, 44.54414239497759)",2023-08-18,Vermont,Chittenden,,3001,23.03
"(-71.50564181526698, 42.77157762504445)",2023-08-18,New Hampshire,Hillsborough,,1006,103.02
"(-71.25376596651692, 42.44238541854626)",2023-08-18,Massachusetts,Middlesex,,4017,3584
"(-71.60914340365574, 44.3766526013766)",2023-08-18,New Hampshire,Coos,,2020,9511
"(-71.49846795083354, 42.00933798111364)",2023-08-18,Rhode Island,Providence,,1005,182
"(-76.33000964738191, 42.86950078390439)",2023-08-18,New York,Onondaga,,1018,168.01
"(-73.7814701901337, 42.72711640383303)",2023-08-18,New York,Albany,,2003,137.07
"(-73.95819964590653, 40.711847827778)",2023-08-18,New York,Kings,,2000,523
"(-71.43682515938494, 43.55339181088502)",2023-08-18,New Hampshire,Belknap,,1010,9664.03
"(-71.54578114086135, 42.82227529432704)",2023-08-18,New Hampshire,Hillsborough,,1004,143.02
"(-74.06287489228788, 40.88243179223878)",2023-08-18,New Jersey,Bergen,,4007,234.02
"(-70.8514298491247, 42.0746865044221)",2023-08-18,Massachusetts,Plymouth,,3006,5221.01
"(-72.36577536174008, 43.15107231277677)",2023-08-18,New Hampshire,Cheshire,,3014,9701
"(-71.01851387756231, 42.40828801975953)",2023-08-18,Massachusetts,Suffolk,,1005,1701.01
"(-71.08295368143042, 42.30542491101682)",2023-08-18,Massachusetts,Suffolk,,1006,901
"(-71.28255428862494, 43.669951723218304)",2023-08-18,New Hampshire,Carroll,,1039,9564
"(-71.55022850863811, 43.16290665237089)",2023-08-18,New Hampshire,Merrimack,,2006,310.02
"(-79.02075742256238, 35.93404977158618)",2023-08-18,North Carolina,Orange,,2002,121.02
"(-70.81423688415026, 42.91272284398188)",2023-08-18,New Hampshire,Rockingham,,1005,650.08
"(-73.86399016521962, 40.983904013214094)",2023-08-18,New York,Westchester,,1030,107.01
"(-71.39957325998272, 42.766386089162125)",2023-08-18,New Hampshire,Hillsborough,,2003,123.01
"(-71.1948275080194, 42.71591059920829)",2023-08-18,Massachusetts,Essex,,1013,2523
"(-71.44217105437208, 41.82729137268906)",2023-08-18,Rhode Island,Providence,,3009,22
"(-72.53666872474639, 42.33833005273617)",2023-08-18,Massachusetts,Hampshire,,4003,8208.01
"(-70.31125699363693, 43.62389748834665)",2023-08-18,Maine,Cumberland,,2004,30.01
"(-71.37631507071654, 42.816018949415565)",2023-08-18,New Hampshire,Rockingham,,1016,39.02
"(-71.22078485978103, 42.75820238549088)",2023-08-18,New Hampshire,Rockingham,,2000,1003.02
"(-71.6288778790178, 43.04285142857362)",2023-08-18,New Hampshire,Hillsborough,,2005,27.01
"(-73.22559375548845, 44.38338656673903)",2023-08-18,Vermont,Chittenden,,1027,34.01
"(-70.98128659118905, 42.72358513279156)",2023-08-18,Massachusetts,Essex,,3003,2651.02
"(-71.55389975373345, 43.41025214014216)",2023-08-18,New Hampshire,Merrimack,,2008,440
"(-71.03199591404616, 43.17954901426546)",2023-08-18,New Hampshire,Strafford,,3012,850.02
"(-72.94750598207034, 41.359026841560855)",2023-08-18,Connecticut,South Central Connecticut,,1000,1658.02
"(-71.42790183745846, 43.03685239628067)",2023-08-18,New Hampshire,Merrimack,,2007,30.06
"(-74.4294673393508, 40.22374491898774)",2023-08-18,New Jersey,Monmouth,,1005,8125.01
"(-72.4857385577484, 41.01430851163427)",2023-08-18,New York,Suffolk,,2029,1700.06
"(-70.97511445822211, 42.22775139313884)",2023-08-18,Massachusetts,Norfolk,,3000,4194
"(-72.89962280961637, 41.307085969070975)",2023-08-18,Connecticut,South Central Connecticut,,4003,1423
"(-71.315364565396, 42.74917026039949)",2023-08-18,New Hampshire,Hillsborough,,1013,2005
"(-74.2140064001445, 40.770336381147146)",2023-08-18,New Jersey,Essex,,2002,105
"(-74.41701205508141, 40.82527487830784)",2023-08-18,New Jersey,Morris,,1008,420
"(-71.2269721462952, 42.49921073956003)",2023-08-18,Massachusetts,Middlesex,,2017,3323
"(-72.49932860957252, 44.1283756637777)",2023-08-18,Vermont,Orange,,2009,9592
"(-111.80989673540007, 33.25328682129578)",2023-08-18,Arizona,Maricopa,,2008,8124
"(-70.95671619154592, 43.3105136484112)",2023-08-18,New Hampshire,Strafford,,2000,842.02
"(-71.3319928584228, 43.30603186746817)",2023-08-18,New Hampshire,Merrimack,,1037,350
"(-72.77424916702265, 41.74579268784527)",2023-08-18,Connecticut,Capitol,,1012,4966
"(-71.24681239172764, 42.72485677916291)",2023-08-18,Massachusetts,Essex,,2010,2522.02
"(-71.18094694162086, 44.38790532684921)",2023-08-18,New Hampshire,Coos,,2017,9509
"(-71.98739331885545, 42.8358793756241)",2023-08-18,New Hampshire,Cheshire,,2011,9705
"(-71.41167080768584, 42.99563208817743)",2023-08-18,New Hampshire,Hillsborough,,1010,10
"(-71.4648083794351, 42.84720863238761)",2023-08-18,New Hampshire,Hillsborough,,1005,131.02
"(-71.43258700790747, 42.98847990066387)",2023-08-18,New Hampshire,Hillsborough,,2006,11
"(-70.97778134967658, 42.01101301452427)",2023-08-18,Massachusetts,Plymouth,,1035,5231
"(-71.12482713304017, 41.915605844502885)",2023-08-18,Massachusetts,Bristol,,2008,6133
"(-70.7301421627314, 42.0218162641341)",2023-08-18,Massachusetts,Plymouth,,1019,5071.01
"(-72.30642887915963, 43.64874475804134)",2023-08-18,New Hampshire,Grafton,,1008,9617.02
"(-71.07674877686618, 42.29857916304245)",2023-08-18,Massachusetts,Suffolk,,3012,919
"(-71.74190838858716, 42.26181112540454)",2023-08-18,Massachusetts,Worcester,,3026,7391.01
"(-74.54486760701987, 40.82558096953569)",2023-08-18,New Jersey,Morris,,2008,457.03
"(-72.88213008954007, 44.15108484303192)",2023-08-18,Vermont,Washington,,2005,9556
"(-71.44974005614424, 42.98869024695245)",2023-08-18,New Hampshire,Hillsborough,,4002,16
"(-71.10100969852826, 42.133712751159855)",2023-08-18,Massachusetts,Norfolk,,1002,4561.02
"(-71.98915569128427, 42.24045779011355)",2023-08-18,Massachusetts,Worcester,,2006,7262
"(-71.62252631762317, 41.84505909551303)",2023-08-18,Rhode Island,Providence,,1032,132.02
"(-71.57024224252906, 43.264558870480975)",2023-08-18,New Hampshire,Merrimack,,3020,327.06
"(-71.56080668920423, 42.81798080562081)",2023-08-18,New Hampshire,Hillsborough,,4007,152
"(-80.23190555450198, 26.614270259578205)",2023-08-18,Florida,Palm Beach,,2000,77.70
"(-70.91260922664779, 43.14817199967997)",2023-08-18,New Hampshire,Strafford,,1000,802.02
"(-72.07883006548744, 42.67974574596118)",2023-08-18,Massachusetts,Worcester,,1020,7022.02
"(-71.51997517505018, 42.34085367904223)",2023-08-18,Massachusetts,Middlesex,,4006,3212
"(-71.23702557630308, 43.01558002287009)",2023-08-18,New Hampshire,Rockingham,,2010,550.01
"(-71.45224320644206, 42.756807835033285)",2023-08-18,New Hampshire,Hillsborough,,2008,106
"(-71.06176779472007, 42.77001608406157)",2023-08-18,Massachusetts,Essex,,2017,2603.01
"(-71.559973768663, 42.956699145926265)",2023-08-18,New Hampshire,Hillsborough,,1008,29.03
"(-71.10873997113895, 42.89100514187173)",2023-08-18,New Hampshire,Rockingham,,2018,1051
"(-93.95149333253076, 43.70243229660658)",2023-08-18,Minnesota,Faribault,,2128,4601
"(-72.50977666976178, 42.132666166057895)",2023-08-18,Massachusetts,Hampden,,2019,8015.03
"(-78.67182120783316, 33.97178078566677)",2023-08-18,North Carolina,Columbus,,2048,9313.01
"(-71.41868856141949, 42.791566925526766)",2023-08-18,New Hampshire,Hillsborough,,3003,121.01
"(-94.52758967395182, 39.08071662931205)",2023-08-18,Missouri,Jackson,,3007,34
"(-70.923437323887, 42.10313319430192)",2023-08-18,Massachusetts,Plymouth,,3004,5201
"(-83.26599705388931, 42.776666625004616)",2023-08-18,Michigan,Oakland,,2016,1281
"(-73.01179151082518, 41.2321011489372)",2023-08-18,Connecticut,South Central Connecticut,,4007,1511
"(-71.15406704335942, 42.04534425887896)",2023-08-18,Massachusetts,Bristol,,4008,6002.03
"(-71.19826122779176, 42.70083770830066)",2023-08-18,Massachusetts,Essex,,3012,2521.01
"(-71.43948822737494, 42.53407209191835)",2023-08-18,Massachusetts,Middlesex,,1002,3241.01
"(-71.1941307398792, 42.53936825645842)",2023-08-18,Massachusetts,Middlesex,,3003,3313
"(-71.42165653792831, 42.75976692018228)",2023-08-18,New Hampshire,Hillsborough,,4003,122.02
"(-70.99791013765022, 42.45169196146778)",2023-08-18,Massachusetts,Essex,,4009,2081.01
"(-72.92914248827978, 41.69087104187989)",2023-08-18,Connecticut,Naugatuck Valley,,2011,4059
"(-70.22903792072975, 44.32436864066098)",2023-08-18,Maine,Androscoggin,,2006,420
"(-71.06004626706623, 42.86524011782553)",2023-08-18,New Hampshire,Rockingham,,2014,1021
"(-71.69639177744682, 42.4391709033356)",2023-08-18,Massachusetts,Worcester,,2024,7131
"(-71.47915877005521, 43.298775643668506)",2023-08-18,New Hampshire,Merrimack,,2021,360
"(-70.98682175974932, 41.78528755916287)",2023-08-18,Massachusetts,Plymouth,,2027,5401.03
"(-71.2412196477272, 41.9868443301216)",2023-08-18,Massachusetts,Bristol,,3000,6102.02
"(-71.31839861647957, 42.87136715237192)",2023-08-18,New Hampshire,Rockingham,,2008,36.01
"(-70.63979216955786, 42.60951615567181)",2023-08-18,Massachusetts,Essex,,1002,2213
"(-70.94701786361071, 42.48208494656642)",2023-08-18,Massachusetts,Essex,,2000,2052
"(-71.45176480581169, 42.992743545646135)",2023-08-18,New Hampshire,Hillsborough,,2012,13
"(-71.55369539145563, 43.02978352327211)",2023-08-18,New Hampshire,Hillsborough,,1010,27.02
"(-71.51888099902528, 43.001859215065615)",2023-08-18,New Hampshire,Hillsborough,,4000,28.02
"(-71.50666451530104, 42.34757084260498)",2023-08-18,Massachusetts,Middlesex,,1002,3211
"(-71.03361050181076, 42.715843749072)",2023-08-18,Massachusetts,Essex,,4022,2131
"(-71.45933290393177, 43.53194934884368)",2023-08-18,New Hampshire,Belknap,,3000,9659
"(-71.46591501886137, 42.97012794802524)",2023-08-18,New Hampshire,Hillsborough,,4001,24
"(-70.29225651810975, 43.69213442990503)",2023-08-18,Maine,Cumberland,,4005,22
"(-70.89070627963343, 42.55644495396701)",2023-08-18,Massachusetts,Essex,,1002,2172.02
"(-72.04023862189796, 44.15271947761211)",2023-08-18,New Hampshire,Grafton,,3018,9606
"(-71.13861108628082, 42.73711985409913)",2023-08-18,Massachusetts,Essex,,3001,2526.01
"(-71.28763139802375, 41.54022466742577)",2023-08-18,Rhode Island,Newport,,1001,403.04
"(-71.32601793146864, 42.89846846840481)",2023-08-18,New Hampshire,Rockingham,,1014,33.02
"(-71.44483934576633, 41.826486632096746)",2023-08-18,Rhode Island,Providence,,3013,21.02
"(-73.09492018471906, 44.639385268117785)",2023-08-18,Vermont,Chittenden,,2001,21.03
"(-70.86648408709362, 43.27000584480873)",2023-08-18,Maine,York,,2019,320.01
"(-71.19985180312564, 42.03310326714135)",2023-08-18,Massachusetts,Bristol,,3005,6102.04
"(-71.63274473754011, 42.85077987676744)",2023-08-18,New Hampshire,Hillsborough,,3024,151
"(-71.2997494738087, 42.61832700076523)",2023-08-18,Massachusetts,Middlesex,,2010,3122
"(-72.1020587309607, 41.33370896729779)",2023-08-18,Connecticut,Southeastern Connecticut,,2011,6908
"(-70.63205504337435, 41.9366772755189)",2023-08-18,Massachusetts,Plymouth,,5007,5305
"(-71.15410006305088, 42.75497726673438)",2023-08-18,Massachusetts,Essex,,3003,2526.02
"(-70.59756579992745, 41.84212802509522)",2023-08-18,Massachusetts,Plymouth,,1026,5309.02
"(-73.52695334482932, 42.66980369551184)",2023-08-18,New York,Rensselaer,,2020,522.01
"(-73.55516061553563, 41.047399613064975)",2023-08-18,Connecticut,Western Connecticut,,3001,214.01
"(-71.03871033564296, 42.75547916600599)",2023-08-18,Massachusetts,Essex,,2001,2641
"(-71.21485682540103, 42.859804211062006)",2023-08-18,New Hampshire,Rockingham,,2013,36.02
"(-73.39618766404521, 41.230789139037086)",2023-08-18,Connecticut,Western Connecticut,,1003,551
"(-71.09330064751765, 42.49134911240576)",2023-08-18,Massachusetts,Middlesex,,2004,3372.01
"(-72.65397528353228, 41.8127375088984)",2023-08-18,Connecticut,Capitol,,2011,4738
"(-71.58883437057086, 43.26469822558955)",2023-08-18,New Hampshire,Merrimack,,3008,443
"(-72.68331573845914, 41.748767726864976)",2023-08-18,Connecticut,Capitol,,2006,5027
"(-71.41986878665195, 42.79112473833846)",2023-08-18,New Hampshire,Hillsborough,,3003,121.01
"(-75.19225333799757, 40.8536455822122)",2023-08-18,Pennsylvania,Northampton,,2023,153
"(-71.47980465898816, 43.0111068349358)",2023-08-18,New Hampshire,Hillsborough,,1000,2.04
"(-71.10858886840974, 42.81727195144151)",2023-08-18,New Hampshire,Rockingham,,1013,1011.01
"(-71.38166832211519, 42.9468664237062)",2023-08-18,New Hampshire,Hillsborough,,4013,10
"(-70.9481935873074, 42.13823945277316)",2023-08-18,Massachusetts,Plymouth,,2002,5202.01
"(-71.64685819814794, 42.72056177395808)",2023-08-18,New Hampshire,Hillsborough,,1000,180.02
"(-71.47014034159872, 43.528108838895314)",2023-08-18,New Hampshire,Belknap,,3010,9660
"(-76.75617473410736, 39.368659576546165)",2023-08-18,Maryland,Baltimore,,1022,4026.04
"(-70.942285336147, 41.70234289137623)",2023-08-18,Massachusetts,Bristol,,1000,6501.02
"(-76.99299808391594, 42.87018285056927)",2023-08-18,New York,Ontario,,1013,518.01
"(-76.84963360760688, 39.1456094167112)",2023-08-18,Maryland,Howard,,1009,6068.07
"(-71.47307785190223, 41.96786874405471)",2023-08-18,Rhode Island,Providence,,2012,115
"(-72.57794825895031, 42.00694628187425)",2023-08-18,Connecticut,Capitol,,2012,4804
"(-71.47106197419404, 42.31174025123447)",2023-08-18,Massachusetts,Middlesex,,1025,3839.02
"(-71.06512099872101, 43.82954128659687)",2023-08-18,New Hampshire,Carroll,,3001,9558.02
"(-70.88758880603231, 43.21296026891207)",2023-08-18,New Hampshire,Strafford,,1013,815
"(-71.84490970739631, 44.29598841637255)",2023-08-18,New Hampshire,Grafton,,3049,9601.02
"(-71.21175984311444, 42.20395504686513)",2023-08-18,Massachusetts,Norfolk,,1002,4133
"(-71.44546734179036, 42.73579149415591)",2023-08-18,New Hampshire,Hillsborough,,1001,110
"(-71.20802393522273, 42.01717628306479)",2023-08-18,Massachusetts,Bristol,,3003,6102.03
"(-71.78167154143549, 42.25948103536788)",2023-08-18,Massachusetts,Worcester,,2010,7322.03
"(-71.09660383145959, 42.757071477522615)",2023-08-18,Massachusetts,Essex,,1006,2611.02
"(-71.34768912389039, 42.05513680865009)",2023-08-18,Massachusetts,Norfolk,,2005,4412.04
"(-70.37245805974605, 41.66835204183034)",2023-08-18,Massachusetts,Barnstable,,3002,129
"(-70.78502182713083, 42.18208902662033)",2023-08-18,Massachusetts,Plymouth,,1000,5041.02
"(-71.11289895157033, 42.84946146717076)",2023-08-18,New Hampshire,Rockingham,,2009,1011.02
"(-71.48434677667626, 43.023932470722016)",2023-08-18,New Hampshire,Hillsborough,,2008,2.03
"(-72.3558432973161, 41.724005749866826)",2023-08-18,Connecticut,Capitol,,2016,5281
"(-71.1950085298702, 42.57795801902379)",2023-08-18,Massachusetts,Middlesex,,2000,3155
"(-72.90226409602747, 41.51700914868849)",2023-08-18,Connecticut,Naugatuck Valley,,1001,3431.02
"(-70.72513533275618, 41.93376807617644)",2023-08-18,Massachusetts,Plymouth,,1020,5301
"(-71.01982840629346, 42.74657102390875)",2023-08-18,Massachusetts,Essex,,3020,2641
"(-71.4289405005414, 43.0394397937709)",2023-08-18,New Hampshire,Merrimack,,2007,30.06
"(-71.38030770375127, 42.090961535604016)",2023-08-18,Massachusetts,Norfolk,,3005,4422.04
"(-71.22509616438244, 42.80157017509509)",2023-08-18,New Hampshire,Rockingham,,2004,1002
"(-73.85852518362367, 40.87910175385788)",2023-08-18,New York,Bronx,,1003,390
"(-71.47442529186632, 43.52908341837891)",2023-08-18,New Hampshire,Belknap,,3006,9660
"(-70.78385069263305, 42.02129402119478)",2023-08-18,Massachusetts,Plymouth,,1016,5091.02
"(-71.17148557582992, 42.73970648448556)",2023-08-18,Massachusetts,Essex,,4001,2525.02
"(-75.29259465423046, 39.9858286173606)",2023-08-18,Pennsylvania,Delaware,,1007,4089
"(-97.89046593096388, 36.46332766657979)",2023-08-18,Oklahoma,Garfield,,2090,11
"(-71.5339193274546, 42.90737531038692)",2023-08-18,New Hampshire,Hillsborough,,3002,29.03
"(-70.93972547705071, 42.23379287540043)",2023-08-18,Massachusetts,Norfolk,,3005,4226
"(-96.73336040008743, 32.93056559725098)",2023-08-18,Texas,Dallas,,1003,190.41
"(-70.96696913183878, 42.13083631229382)",2023-08-18,Massachusetts,Plymouth,,1001,5202.02
"(-87.72745501858145, 41.86054974887622)",2023-08-18,Illinois,Cook,,2011,2909
"(-73.25946597423358, 42.8750486697053)",2023-08-18,Vermont,Bennington,,1028,9710
"(-95.1899874110261, 29.98456709233335)",2023-08-18,Texas,Harris,,2014,2504.06
"(-71.17522281846658, 42.56201873008135)",2023-08-18,Massachusetts,Middlesex,,2002,3312
"(-71.39018387520656, 41.92398409725845)",2023-08-18,Rhode Island,Providence,,2018,113.02
"(-71.735794922503, 43.03817493462257)",2023-08-18,New Hampshire,Hillsborough,,1047,210.02
"(-70.17558470535806, 44.47791605008685)",2023-08-18,Maine,Androscoggin,,2016,440
"(-71.43715443673906, 42.76798466105679)",2023-08-18,New Hampshire,Hillsborough,,1021,122.02
"(-76.60868667135239, 38.22898222186897)",2023-08-18,Maryland,St. Mary's,,1028,8754
"(-70.1682857503892, 41.7071541796598)",2023-08-18,Massachusetts,Barnstable,,2029,115
"(-69.34487572016977, 44.84500929115144)",2023-08-18,Maine,Somerset,,1040,9658
"(-72.88417586386862, 41.714377070377154)",2023-08-18,Connecticut,Capitol,,4007,4602.04
"(-77.50946843911989, 38.36878230929866)",2023-08-18,Virginia,Stafford,,3007,103.05
"(-73.58734844609417, 43.26615728525782)",2023-08-18,New York,Washington,,1042,880.02
"(-73.40015460239736, 41.36531709053862)",2023-08-18,Connecticut,Western Connecticut,,1002,2003.02
"(-80.18661132700908, 25.792460482030364)",2023-08-18,Florida,Miami-Dade,,4000,27.09
"(-71.45372315434874, 42.74980339708396)",2023-08-18,New Hampshire,Hillsborough,,3019,106
"(-71.61848052927138, 42.86220181755646)",2023-08-18,New Hampshire,Hillsborough,,2021,151
"(-71.13354430128845, 42.81035326406245)",2023-08-18,Massachusetts,Essex,,3003,2604.01
"(-70.99657491328628, 42.08762519663135)",2023-08-18,Massachusetts,Plymouth,,3011,5111
"(-71.09076174146996, 42.507201808377)",2023-08-18,Massachusetts,Middlesex,,3007,3352
"(-70.97153370948652, 43.00984535858086)",2023-08-18,New Hampshire,Rockingham,,3012,610.01
"(-118.4172558550732, 34.04736160853362)",2023-08-18,California,Los Angeles,,2009,2679.02
"(-73.97052728040899, 42.83202777386876)",2023-08-18,New York,Schenectady,,3003,323
"(-70.99319058584089, 43.40961901779632)",2023-08-18,New Hampshire,Strafford,,3035,880
"(-70.99128659031732, 41.924222510023945)",2023-08-18,Massachusetts,Plymouth,,1049,5422
